ietf_node,tapi_node,similarity
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-link,0.4380602359837342
/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-link,0.4380602359837342
/networks/network/node/te/te-node-attributes/connectivity-matrices/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-link,0.4380602359837342
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-link,0.4380602359837342
/networks/network/node/te/tunnel-termination-point/supporting-tunnel-termination-point/node-ref,/context/notification-context/event-notification/node/node-rule-group,0.43713865953371683
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/path-constraints/link-protection,/context/notification-context/event-notification/topology/link/resilience-type/protection-type,0.43598416174754845
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/path-constraints/link-protection,/context/notification-context/event-notification/topology/link/resilience-type/protection-type,0.43598416174754845
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/path-constraints/link-protection,/context/notification-context/event-notification/topology/link/resilience-type/protection-type,0.43598416174754845
/networks/network/node/te/te-node-attributes/connectivity-matrices/path-constraints/link-protection,/context/notification-context/event-notification/topology/link/resilience-type/protection-type,0.43598416174754845
/networks/network/node/te/information-source-entry/connectivity-matrices/path-constraints/link-protection,/context/notification-context/event-notification/topology/link/resilience-type/protection-type,0.43598416174754845
/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/path-constraints/link-protection,/context/notification-context/event-notification/topology/link/resilience-type/protection-type,0.43598416174754845
